,Kitsp,lon,lat,Rooms,Brick,Bal,Nfloors,Dist,District,Tel,New,Price,Floor,Livesp,Totsp,N,Walk,Metrdist
7460,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7460,,
7461,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7461,0.0,
7462,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7462,,
7463,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7463,0.0,18
7464,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7464,0.0,20
7465,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7465,,
7466,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7466,0.0,25
7467,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7467,0.0,20
7468,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7468,0.0,25
7469,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7469,0.0,25
7470,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7470,0.0,25
7471,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7471,1.0,10
7472,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7472,0.0,
7473,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7473,1.0,30
7474,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7474,1.0,28
7475,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7475,0.0,25
7476,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7476,0.0,25
7477,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7477,0.0,10
7478,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7478,0.0,
7479,15,37.426355,55.6576,2,1.0,1.0,24,0.06830434648314976,0,1.0,,8635000,5,40,"67,1",7479,0.0,10
7480,–,37.536212,55.504134,1,1.0,1.0,6,0.06830434648314976,0,1.0,,3153183,6,"14,1","26,8",7480,0.0,10
7481,12,37.471623,55.57548,1,0.0,1.0,6,0.06830434648314976,0,0.0,,5999000,2,18,48,7481,0.0,7
7482,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7482,,
7483,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7483,0.0,15
7484,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7484,0.0,17
7485,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7485,,
7486,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7486,0.0,16
7487,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7487,0.0,19
7488,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7488,,
7489,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7489,0.0,
7490,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7490,,
7491,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7491,0.0,18
7492,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7492,0.0,20
7493,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7493,,
7494,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7494,0.0,25
7495,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7495,0.0,20
7496,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7496,0.0,25
7497,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7497,0.0,25
7498,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7498,0.0,25
7499,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7499,1.0,10
7500,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7500,0.0,
7501,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7501,1.0,30
7502,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7502,1.0,28
7503,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7503,0.0,25
7504,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7504,0.0,25
7505,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7505,0.0,10
7506,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7506,0.0,
7507,–,37.450761,55.533224,1,1.0,1.0,17,0.06830434648314976,0,1.0,,3491310,12,"21,7","40,1",7507,0.0,17
7508,12,37.396236,55.520492,1,1.0,,3,0.06830434648314976,0,0.0,0.0,4490000,2,20,43,7508,0.0,10
7509,–,37.426355,55.6576,1,1.0,,24,0.06830434648314976,0,,,3590661,3,"17,4","25,9",7509,0.0,20
7510,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7510,,
7511,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7511,0.0,15
7512,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7512,0.0,17
7513,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7513,,
7514,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7514,0.0,16
7515,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7515,0.0,19
7516,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7516,,
7517,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7517,0.0,
7518,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7518,,
7519,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7519,0.0,18
7520,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7520,0.0,20
7521,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7521,,
7522,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7522,0.0,25
7523,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7523,0.0,20
7524,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7524,0.0,25
7525,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7525,0.0,25
7526,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7526,0.0,25
7527,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7527,1.0,10
7528,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7528,0.0,
7529,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7529,1.0,30
7530,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7530,1.0,28
7531,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7531,0.0,25
7532,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7532,0.0,25
7533,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7533,0.0,10
7534,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7534,0.0,
7535,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2180335,9,–,23,7535,1.0,10
7536,5,37.534793,55.504986,1,,1.0,6,0.06830434648314976,0,,,3153183,6,"13,6","26,8",7536,,
7537,–,37.426355,55.6576,1,1.0,,24,0.06830434648314976,0,,,3590661,3,"17,4","25,9",7537,0.0,20
7538,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7538,,
7539,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7539,0.0,15
7540,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7540,0.0,17
7541,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7541,,
7542,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7542,0.0,16
7543,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7543,0.0,19
7544,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7544,,
7545,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7545,0.0,
7546,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7546,,
7547,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7547,0.0,18
7548,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7548,0.0,20
7549,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7549,,
7550,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7550,0.0,25
7551,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7551,0.0,20
7552,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7552,0.0,25
7553,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7553,0.0,25
7554,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7554,0.0,25
7555,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7555,1.0,10
7556,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7556,0.0,
7557,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7557,1.0,30
7558,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7558,1.0,28
7559,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7559,0.0,25
7560,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7560,0.0,25
7561,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7561,0.0,10
7562,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7562,0.0,
7563,"9,5",37.426355,55.6576,2,1.0,,24,0.06830434648314976,0,,,7118962,3,"14,1","55,3",7563,0.0,20
7564,6,37.479358,55.580564,1,,,2,0.06830434648314976,0,0.0,,2000000,2,16,25,7564,,
7565,"9,6",37.307231,55.624017,2,0.0,1.0,19,0.06830434648314976,0,1.0,,4867684,8,"28,2","55,9",7565,0.0,17
7566,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7566,,
7567,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7567,0.0,15
7568,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7568,0.0,17
7569,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7569,,
7570,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7570,0.0,16
7571,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7571,0.0,19
7572,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7572,,
7573,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7573,0.0,
7574,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7574,,
7575,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7575,0.0,18
7576,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7576,0.0,20
7577,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7577,,
7578,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7578,0.0,25
7579,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7579,0.0,20
7580,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7580,0.0,25
7581,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7581,0.0,25
7582,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7582,0.0,25
7583,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7583,1.0,10
7584,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7584,0.0,
7585,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7585,1.0,30
7586,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7586,1.0,28
7587,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7587,0.0,25
7588,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7588,0.0,25
7589,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7589,0.0,10
7590,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7590,0.0,
7591,19,37.468802,55.573317,2,1.0,1.0,12,0.06830434648314976,0,1.0,,6900000,1,43,66,7591,0.0,20
7592,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,20,"26,8",7592,0.0,25
7593,14,37.37359,55.514937,2,0.0,1.0,3,0.06830434648314976,0,0.0,,7700000,3,31,60,7593,0.0,15
7594,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7594,,
7595,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7595,0.0,15
7596,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7596,0.0,17
7597,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7597,,
7598,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7598,0.0,16
7599,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7599,0.0,19
7600,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7600,,
7601,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7601,0.0,
7602,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7602,,
7603,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7603,0.0,18
7604,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7604,0.0,20
7605,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7605,,
7606,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7606,0.0,25
7607,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7607,0.0,20
7608,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7608,0.0,25
7609,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7609,0.0,25
7610,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7610,0.0,25
7611,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7611,1.0,10
7612,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7612,0.0,
7613,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7613,1.0,30
7614,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7614,1.0,28
7615,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7615,0.0,25
7616,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7616,0.0,25
7617,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7617,0.0,10
7618,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7618,0.0,
7619,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,1700000,2,12,"18,8",7619,0.0,25
7620,8,37.468731,55.586319,1,1.0,,3,0.06830434648314976,0,1.0,0.0,3730000,2,30,42,7620,,
7621,5,37.483912,55.54265,1,0.0,0.0,9,0.06830434648314976,0,1.0,,2941120,1,"11,2","22,4",7621,0.0,5
7622,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7622,,
7623,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7623,0.0,15
7624,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7624,0.0,17
7625,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7625,,
7626,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7626,0.0,16
7627,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7627,0.0,19
7628,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7628,,
7629,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7629,0.0,
7630,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7630,,
7631,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7631,0.0,18
7632,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7632,0.0,20
7633,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7633,,
7634,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7634,0.0,25
7635,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7635,0.0,20
7636,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7636,0.0,25
7637,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7637,0.0,25
7638,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7638,0.0,25
7639,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7639,1.0,10
7640,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7640,0.0,
7641,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7641,1.0,30
7642,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7642,1.0,28
7643,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7643,0.0,25
7644,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7644,0.0,25
7645,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7645,0.0,10
7646,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7646,0.0,
7647,–,37.116483,55.592683,1,,0.0,7,0.06830434648314976,0,,,2837466,1,–,"33,3",7647,,
7648,8,37.455058,55.588893,1,0.0,1.0,9,0.06830434648314976,0,1.0,,4850000,6,20,39,7648,,
7649,–,37.459684,55.631356,2,,1.0,3,0.06830434648314976,0,1.0,0.0,5700000,3,"64,3","64,3",7649,1.0,17
7650,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7650,,
7651,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7651,0.0,15
7652,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7652,0.0,17
7653,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7653,,
7654,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7654,0.0,16
7655,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7655,0.0,19
7656,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7656,,
7657,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7657,0.0,
7658,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7658,,
7659,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7659,0.0,18
7660,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7660,0.0,20
7661,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7661,,
7662,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7662,0.0,25
7663,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7663,0.0,20
7664,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7664,0.0,25
7665,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7665,0.0,25
7666,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7666,0.0,25
7667,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7667,1.0,10
7668,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7668,0.0,
7669,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7669,1.0,30
7670,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7670,1.0,28
7671,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7671,0.0,25
7672,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7672,0.0,25
7673,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7673,0.0,10
7674,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7674,0.0,
7675,9,37.309441,55.625308,1,0.0,1.0,22,0.06830434648314976,0,0.0,0.0,4499000,15,16,36,7675,,
7676,19,37.468802,55.573317,2,1.0,1.0,12,0.06830434648314976,0,1.0,,6900000,1,43,66,7676,0.0,20
7677,"5,3",37.348796,55.516557,1,1.0,1.0,10,0.06830434648314976,0,1.0,,2782963,10,"18,2","33,2",7677,0.0,25
7678,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7678,,
7679,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7679,0.0,15
7680,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7680,0.0,17
7681,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7681,,
7682,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7682,0.0,16
7683,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7683,0.0,19
7684,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7684,,
7685,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7685,0.0,
